project_id,deployment_id,image_id,filename,location,is_blank,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,number_of_objects,age,sex,animal_recognizable,individual_id,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license
2004797,AWE-SELVAMOJADA-CAM10,2c3886e6-0f0b-4acb-a33e-56fba5deff9d,DCIM0159.JPG,gs://145625598251_2004797_435_awe_selva_mojada__main/deployment/2211636/prod/directUpload/2c3886e6-0f0b-4acb-a33e-56fba5deff9d.JPG,0,Diego Lizcano,df1ec79b-6867-4737-9f73-17153f6c4e49,Aves,Galliformes,Cracidae,Crax,rubra,Great Curassow,,2022-12-17 09:38:04,1,,,,,,,false,,,CC-BY-NC
2004797,AWE-SELVAMOJADA-CAM10,7098c463-e2e5-4297-a08c-7b12e7283787,DCIM0160.JPG,gs://145625598251_2004797_435_awe_selva_mojada__main/deployment/2211636/prod/directUpload/7098c463-e2e5-4297-a08c-7b12e7283787.JPG,0,Diego Lizcano,df1ec79b-6867-4737-9f73-17153f6c4e49,Aves,Galliformes,Cracidae,Crax,rubra,Great Curassow,,2022-12-17 09:38:05,1,,,,,,,false,,,CC-BY-NC
2004797,AWE-SELVAMOJADA-CAM10,7735d1c1-db50-4002-bdba-ad73276ab16b,DCIM0161.JPG,gs://145625598251_2004797_435_awe_selva_mojada__main/deployment/2211636/prod/directUpload/7735d1c1-db50-4002-bdba-ad73276ab16b.JPG,0,Diego Lizcano,df1ec79b-6867-4737-9f73-17153f6c4e49,Aves,Galliformes,Cracidae,Crax,rubra,Great Curassow,,2022-12-17 09:57:17,1,,,,,,,false,,,CC-BY-NC
2004797,AWE-SELVAMOJADA-CAM10,6fb10735-ebbb-4f59-9fa4-211303d640bf,DCIM0162.JPG,gs://145625598251_2004797_435_awe_selva_mojada__main/deployment/2211636/prod/directUpload/6fb10735-ebbb-4f59-9fa4-211303d640bf.JPG,0,Diego Lizcano,df1ec79b-6867-4737-9f73-17153f6c4e49,Aves,Galliformes,Cracidae,Crax,rubra,Great Curassow,,2022-12-17 09:57:17,1,,,,,,,false,,,CC-BY-NC
2004797,AWE-SELVAMOJADA-CAM10,22df16b8-101b-40e3-a6b9-82948ba63d0c,DCIM0163.JPG,gs://145625598251_2004797_435_awe_selva_mojada__main/deployment/2211636/prod/directUpload/22df16b8-101b-40e3-a6b9-82948ba63d0c.JPG,0,Diego Lizcano,df1ec79b-6867-4737-9f73-17153f6c4e49,Aves,Galliformes,Cracidae,Crax,rubra,Great Curassow,,2022-12-17 09:57:18,1,,,,,,,false,,,CC-BY-NC
2004797,AWE-SELVAMOJADA-CAM10,df336d50-69a5-4904-b874-304589849a58,DCIM0164.JPG,gs://145625598251_2004797_435_awe_selva_mojada__main/deployment/2211636/prod/directUpload/df336d50-69a5-4904-b874-304589849a58.JPG,0,Diego Lizcano,df1ec79b-6867-4737-9f73-17153f6c4e49,Aves,Galliformes,Cracidae,Crax,rubra,Great Curassow,,2022-12-17 09:57:19,1,,,,,,,false,,,CC-BY-NC
2004797,AWE-SELVAMOJADA-CAM10,72ccdd31-88ea-497f-97e8-a941edb2fd48,DCIM0165.JPG,gs://145625598251_2004797_435_awe_selva_mojada__main/deployment/2211636/prod/directUpload/72ccdd31-88ea-497f-97e8-a941edb2fd48.JPG,0,Diego Lizcano,df1ec79b-6867-4737-9f73-17153f6c4e49,Aves,Galliformes,Cracidae,Crax,rubra,Great Curassow,,2022-12-17 09:57:19,1,,,,,,,false,,,CC-BY-NC
2004797,AWE-SELVAMOJADA-CAM10,a9ec866d-8c0e-4c31-8f6b-354372a180cb,DCIM0166.JPG,gs://145625598251_2004797_435_awe_selva_mojada__main/deployment/2211636/prod/directUpload/a9ec866d-8c0e-4c31-8f6b-354372a180cb.JPG,0,Diego Lizcano,df1ec79b-6867-4737-9f73-17153f6c4e49,Aves,Galliformes,Cracidae,Crax,rubra,Great Curassow,,2022-12-17 09:59:27,1,,,,,,,false,,,CC-BY-NC
2004797,AWE-SELVAMOJADA-CAM10,0ef6adf1-27f0-4dbd-a973-fdd6384849cb,DCIM0167.JPG,gs://145625598251_2004797_435_awe_selva_mojada__main/deployment/2211636/prod/directUpload/0ef6adf1-27f0-4dbd-a973-fdd6384849cb.JPG,0,Diego Lizcano,df1ec79b-6867-4737-9f73-17153f6c4e49,Aves,Galliformes,Cracidae,Crax,rubra,Great Curassow,,2022-12-17 09:59:28,1,,,,,,,false,,,CC-BY-NC
2004797,AWE-SELVAMOJADA-CAM10,fd507367-9b5a-49ba-9e33-2d2f86cb21f0,DCIM0168.JPG,gs://145625598251_2004797_435_awe_selva_mojada__main/deployment/2211636/prod/directUpload/fd507367-9b5a-49ba-9e33-2d2f86cb21f0.JPG,0,Diego Lizcano,df1ec79b-6867-4737-9f73-17153f6c4e49,Aves,Galliformes,Cracidae,Crax,rubra,Great Curassow,,2022-12-17 09:59:28,1,,,,,,,true,,,CC-BY-NC
